Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Mrs. Figg,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017395144,0.0,0.013210491340568556,0.0495722353450799,0.0
Professor McGonagall,2,5,7,4.0,8.0,12.0,3.0,0.47619047619047616,0.5249999999999998,0.015980392156862745,0.041252457,0.18809293,0.017874449715867522,0.09753858346460263,0.3333333432674408
Wood,1,1,2,1.0,2.0,3.0,3.0,0.43010752688172044,0.4541666666666666,0.0,0.029507294,0.08599774,0.009019431218066741,0.0185702835277323,0.5
Fang,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.015286393,0.0,0.014501595143699468,0.06284297139848921,0.0
Fluffy,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.019335581,0.0,0.00938676533783167,0.031701561262353004,0.0
Peeves,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0069178725,0.0,0.013908375991898508,0.040011363660781556,0.0
Professor Flitwick,0,1,1,0.0,1.0,1.0,4.0,0.328,0.3495934959349595,0.0,0.0,0.026525464,0.005979544312034063,0.0,0.0
Firenze,0,1,1,0.0,4.0,4.0,4.0,0.422680412371134,0.4491869918699186,0.0,0.0,0.08599774,0.005979544312034063,0.0,0.0
Madam Hooch,0,1,1,0.0,1.0,1.0,5.0,0.3106060606060606,0.3341463414634146,0.0,0.0,0.034365457,0.005979544312034063,0.0,0.0
Mrs. Norris,0,1,1,0.0,1.0,1.0,4.0,0.36607142857142855,0.394308943089431,0.0,0.0,0.0430131,0.005979544312034063,0.0,0.0
Bane,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0068138605,0.005979544312034063,0.0,0.0
Mr. Weasley,0,2,2,0.0,2.0,2.0,4.0,0.37962962962962965,0.41666666666666674,0.0,0.0,0.062591426,0.005979544312034063,0.0,0.5
the ghost,0,1,1,0.0,1.0,1.0,4.0,0.422680412371134,0.4491869918699186,0.0,0.0,0.08599774,0.005979544312034063,0.0,0.0
The white queen,0,1,1,0.0,2.0,2.0,4.0,0.36607142857142855,0.394308943089431,0.0,0.0,0.0430131,0.005979544312034063,0.0,0.0
Madam Malkin,0,1,1,0.0,1.0,1.0,4.0,0.422680412371134,0.4491869918699186,0.0,0.0,0.08599774,0.005979544312034063,0.0,0.0
The zoo director,0,1,1,0.0,1.0,1.0,5.0,0.3082706766917293,0.3321138211382114,0.0,0.0,0.022156265,0.005979544312034063,0.0,0.0
Doris Crockford,0,1,1,0.0,1.0,1.0,4.0,0.422680412371134,0.4491869918699186,0.0,0.0,0.08599774,0.005979544312034063,0.0,0.0
