Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Harry,104,117,221,735.0,792.0,1527.0,3.0,0.7467811158798283,0.8342911877394635,0.4319093665019853,0.43308556,0.5521953,0.13526909528747913,1.0,0.02149267867207527
Ron,40,48,88,248.0,232.0,480.0,4.0,0.5386996904024768,0.6163793103448273,0.06370315204937585,0.2755963,0.29870892,0.03943980282096793,0.605254178053699,0.07374890148639679
Hermione,33,33,66,244.0,213.0,457.0,4.0,0.5102639296187683,0.5704022988505746,0.03464057501158724,0.23560067,0.24082196,0.029539381726762452,0.49865156577017494,0.09490196406841278
Dumbledore,21,43,64,94.0,169.0,263.0,4.0,0.5488958990536278,0.6125478927203065,0.05793140190226562,0.16133061,0.27274844,0.019312829012379833,0.3482859541274706,0.0970744714140892
Snape,20,26,46,53.0,83.0,136.0,4.0,0.49572649572649574,0.5478927203065131,0.026939043957168417,0.18825583,0.18537039,0.01704449521500206,0.40001699432721116,0.15864527225494385
Voldemort,16,29,45,50.0,70.0,120.0,3.0,0.514792899408284,0.565134099616858,0.02627621812713186,0.109500945,0.2146276,0.017612726826723258,0.2423162124678746,0.12121212482452393
Hagrid,15,24,39,58.0,87.0,145.0,4.0,0.498567335243553,0.5454980842911876,0.03963720321087194,0.13757092,0.15706304,0.018185926424032526,0.2930120932471216,0.11612903326749802
Malfoy,22,16,38,60.0,25.0,85.0,4.0,0.48739495798319327,0.5225095785440611,0.025027173069660787,0.19437361,0.13969027,0.019478606772043557,0.40097466870620857,0.17096774280071259
Lupin,15,15,30,43.0,49.0,92.0,4.0,0.49291784702549574,0.5244252873563219,0.02084080240724619,0.1513603,0.13735452,0.01596185432182423,0.3514285622264214,0.2368421107530594
Professor McGonagall,14,15,29,34.0,40.0,74.0,4.0,0.48739495798319327,0.5205938697318007,0.008547491626032182,0.1634478,0.14247413,0.009597014068201268,0.30693987117722105,0.25757575035095215
George,10,14,24,18.0,19.0,37.0,4.0,0.4715447154471545,0.507183908045977,0.01190840369238313,0.12818956,0.12163815,0.0083618044289159,0.26001285624739723,0.2514619827270508
Mr. Weasley,7,14,21,16.0,35.0,51.0,4.0,0.46648793565683644,0.5033524904214558,0.00496105716877741,0.09124015,0.12545365,0.006094028547770777,0.19263986211088785,0.3014705777168274
Slughorn,10,10,20,25.0,27.0,52.0,4.0,0.4715447154471545,0.49952107279693475,0.007010194895314277,0.121477656,0.11296576,0.008361933929381015,0.2511271450338317,0.37362638115882874
Neville,10,9,19,32.0,17.0,49.0,4.0,0.45789473684210524,0.4870689655172412,0.004855376567166125,0.12799025,0.10609263,0.010160583027577694,0.2675429374983277,0.4175824224948883
Black,11,8,19,21.0,16.0,37.0,4.0,0.45430809399477806,0.48227969348659,0.006898765182495341,0.120641105,0.09041365,0.012438781041431885,0.2529551069819757,0.3351648449897766
Ginny,8,10,18,46.0,31.0,77.0,4.0,0.45549738219895286,0.4870689655172412,0.00889786576243141,0.0999043,0.087251045,0.005520689603976702,0.1918914390202486,0.2637362778186798
Fred,8,10,18,19.0,22.0,41.0,4.0,0.4566929133858268,0.4880268199233715,0.004297978482221011,0.11832007,0.09356179,0.00696323482815289,0.24139838277420506,0.35256409645080566
Percy,7,10,17,13.0,20.0,33.0,4.0,0.46900269541778977,0.4976053639846742,0.0011893894202597254,0.09569897,0.09359664,0.0052789147649942615,0.19917106755483036,0.4038461446762085
Crouch,10,7,17,15.0,15.0,30.0,4.0,0.46153846153846156,0.4861111111111111,0.011617964289758809,0.09921551,0.06641692,0.013236946386370931,0.20854456335808658,0.26923078298568726
Mrs. Weasley,6,10,16,18.0,37.0,55.0,4.0,0.45910290237467016,0.48994252873563204,0.003912132080713816,0.06349125,0.107338786,0.005006475615321734,0.13470694364601066,0.4272727370262146
