Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Caspian,9,4,13,60.0,20.0,80.0,3.0,0.5789473684210527,0.6666666666666666,0.26034858387799564,0.711746,0.21033469,0.20964065516034466,1.0,0.125
Peter,4,5,9,20.0,24.0,44.0,3.0,0.5789473684210527,0.6969696969696969,0.12636165577342046,0.30942494,0.3969309,0.09765216719853263,0.6654654392886672,0.1666666716337204
Trumpkin,5,3,8,20.0,16.0,36.0,3.0,0.5,0.5909090909090909,0.07952069716775598,0.36318493,0.3067407,0.11765437672608779,0.6620691100793898,0.261904776096344
Aslan,4,3,7,20.0,12.0,32.0,3.0,0.5,0.5909090909090908,0.05718954248366013,0.20017074,0.36570796,0.07826048816758513,0.30366953299855004,0.20000000298023224
Miraz,1,3,4,4.0,12.0,16.0,3.0,0.5238095238095238,0.606060606060606,0.042483660130718956,0.05606919,0.2947631,0.05641339270685733,0.32990047859728105,0.3333333432674408
Doctor Cornelius,2,1,3,12.0,16.0,28.0,4.0,0.3793103448275862,0.4318181818181818,0.03594771241830065,0.060358264,0.18973105,0.06648282395029306,0.33319948338325384,0.0
Susan,3,3,6,16.0,12.0,28.0,3.0,0.5238095238095238,0.606060606060606,0.01688453159041394,0.26869196,0.3513771,0.06780756459625831,0.5004071350255678,0.44999998807907104
Edmund,3,2,5,12.0,8.0,20.0,4.0,0.3793103448275862,0.4772727272727273,0.01633986928104575,0.29696468,0.15017444,0.06981277892347422,0.47866422280381343,0.3333333432674408
Nikabrik,2,2,4,8.0,16.0,24.0,3.0,0.4583333333333333,0.5303030303030303,0.01198257080610022,0.17025122,0.24309082,0.048518577347034714,0.2227082554456646,0.5
Lucy,1,4,5,4.0,24.0,28.0,4.0,0.5,0.6287878787878788,0.00980392156862745,0.10581038,0.30428383,0.028442242993110607,0.21272099757025464,0.3333333432674408
Glenstorm,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.10581038,0.0,0.028442242993110607,0.21272099757025464,0.0
Glozelle,2,0,2,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.084586084,0.0,0.03789046328057927,0.11027034071263307,0.0
Trufflehunter,0,3,3,0.0,12.0,12.0,3.0,0.48,0.5694444444444443,0.0,0.0,0.3319298,0.011844684959042284,0.0,0.6666666865348816
Sopespian,0,1,1,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.022548221,0.011844684959042284,0.0,0.0
the Witch,0,1,1,0.0,4.0,4.0,4.0,0.35294117647058826,0.40972222222222215,0.0,0.0,0.053359773,0.011844684959042284,0.0,0.0
Miss Frizzle,0,1,1,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.011844684959042284,0.0,0.0
Gwendolen,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021914116202478018,0.0032990047859728106,0.0
the Hag,0,1,1,0.0,4.0,4.0,5.0,0.2926829268292683,0.35000000000000003,0.0,0.0,0.01608978,0.011844684959042284,0.0,0.0
Queen Prunaprismia,0,1,1,0.0,4.0,4.0,4.0,0.3870967741935484,0.43749999999999994,0.0,0.0,0.18973105,0.011844684959042284,0.0,0.0
