Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Clyde,48,34,82,190.0,244.0,434.0,3.0,0.6504854368932039,0.746268656716418,0.4013201320132013,0.8819118,0.29569787,0.182362219939969,1.0,0.010912698693573475
Julia,1,1,2,1.0,1.0,2.0,5.0,0.29385964912280704,0.31368159203980106,0.0,0.040254734,0.014250013,0.007974941421697388,0.19147770848211942,1.0
the youth,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.040254734,0.0,0.007974941421697388,0.19147770848211942,0.0
that individual,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.040254734,0.0,0.007974941421697388,0.19147770848211942,0.0
Mr. Squires,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.040254734,0.0,0.007974941421697388,0.19147770848211942,0.0
Hortense,4,6,10,23.0,34.0,57.0,4.0,0.432258064516129,0.47885572139303445,0.04599009900990099,0.06141059,0.13515265,0.019937369308588446,0.24593947777454053,0.0714285746216774
Esta,1,1,2,13.0,2.0,15.0,4.0,0.39644970414201186,0.42164179104477584,0.0,0.040254734,0.12005879,0.007974941421697388,0.19147770848211942,0.0
Laura Sipe,1,1,2,3.0,1.0,4.0,4.0,0.39644970414201186,0.42164179104477584,0.0,0.040254734,0.12005879,0.007974941421697388,0.19147770848211942,0.0
Mr. Rubenstein,1,0,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.018398965,0.0,0.00623990505380546,0.04556620574146611,0.0
Tom Keary,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.018398965,0.0,0.00623990505380546,0.04556620574146611,0.0
a certain alleged young society man,1,1,2,2.0,2.0,4.0,5.0,0.3031674208144796,0.32263681592039795,0.0,0.018398965,0.008360112,0.00623990505380546,0.04556620574146611,0.0
Higby,2,2,4,2.0,3.0,5.0,5.0,0.29777777777777775,0.32139303482587067,0.007326732673267326,0.03727862,0.002669107,0.007595572082833733,0.08066400202991231,0.1666666716337204
Sparser,1,1,2,1.0,3.0,4.0,5.0,0.3031674208144796,0.32263681592039795,0.0,0.018398965,0.008360112,0.00623990505380546,0.04556620574146611,0.0
Hegglund,2,2,4,2.0,6.0,8.0,4.0,0.40606060606060607,0.43532338308457674,0.009900990099009901,0.019243011,0.122325815,0.007998738400396334,0.0507371417833344,0.3333333432674408
Maida Axelrod,1,1,2,2.0,1.0,3.0,4.0,0.40119760479041916,0.4253731343283579,0.0,0.016652787,0.12005879,0.00681501820990145,0.011026225892048673,0.5
Ratterer,1,5,6,1.0,12.0,13.0,4.0,0.43506493506493504,0.47636815920397974,0.02579207920792079,0.040254734,0.13868363,0.007974941421697388,0.19147770848211942,0.25
Lucille Nickolas,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.018879654,0.0,0.0047710332649430025,0.03509779628844613,0.0
Mrs. Griffiths,8,4,12,11.0,14.0,25.0,4.0,0.4110429447852761,0.4514925373134326,0.04574257425742574,0.10467584,0.12712678,0.030414354310248665,0.31288516828685325,0.072727270424366
Asa,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017306365,0.0,0.009878373776759332,0.05875268908190689,0.0
Tina Kogel,1,1,2,2.0,1.0,3.0,4.0,0.40119760479041916,0.42537313432835794,0.0031683168316831685,3.6335806E-4,0.12005879,0.006643071371368062,0.01563934549488827,0.0
the blonde girl,0,1,1,0.0,2.0,2.0,4.0,0.39766081871345027,0.4227941176470585,0.0,0.0,0.12005879,0.003415366235914729,0.0,0.0
Kinsella,0,1,1,0.0,1.0,1.0,4.0,0.39766081871345027,0.4227941176470585,0.0,0.0,0.12005879,0.003415366235914729,0.0,0.0
the elevator boy,0,1,1,0.0,1.0,1.0,4.0,0.39766081871345027,0.4227941176470585,0.0,0.0,0.12005879,0.003415366235914729,0.0,0.0
