Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Bellatrix,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.087694645,0.0,0.0059343139836518805,0.13764434955036792,0.0
the Death Eater,1,1,2,2.0,1.0,3.0,4.0,0.3173076923076923,0.332070707070707,0.0,0.087694645,0.01389766,0.0059343139836518805,0.13764434955036792,1.0
the goblin,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.087694645,0.0,0.0059343139836518805,0.13764434955036792,0.0
Nearly Headless Nick,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.087694645,0.0,0.0059343139836518805,0.13764434955036792,0.0
Rita,1,2,3,1.0,3.0,4.0,3.0,0.4647887323943662,0.48484848484848464,0.0,0.029555157,0.090346664,0.005328495001836885,0.054057997322103334,1.0
Fang,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011717124,0.0,0.005456244702973302,0.03241061348376801,0.0
Grawp,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011717124,0.0,0.005456244702973302,0.03241061348376801,0.0
Dawlish,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011717124,0.0,0.005456244702973302,0.03241061348376801,0.0
Peeves,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.021424027,0.0,0.011169546099425099,0.0678228029553478,0.0
Fawkes,1,1,2,1.0,1.0,2.0,4.0,0.3235294117647059,0.33964646464646453,0.0,0.015413953,0.016670087,0.006185312654782685,0.034083440647839525,0.0
Montague,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011655598,0.0,0.00679525860773449,0.03312396973494998,0.0
Dolohov,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00942629,0.0,0.011223237111375264,0.03694790217942472,0.0
James,1,1,2,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.011019519,0.029395659079257702,0.020096120831320344,0.0
Professor Flitwick,0,1,1,0.0,1.0,1.0,3.0,0.44966442953020136,0.46766169154228826,0.0,0.0,0.062998384,0.0031385245840480696,0.0,0.0
Gilderoy,1,1,2,2.0,1.0,3.0,4.0,0.31627906976744186,0.3308823529411764,0.0,0.01491291,0.0,0.004644393725109856,0.0022035109439023748,0.0
the Healer,1,4,5,1.0,6.0,7.0,3.0,0.4594594594594595,0.49019607843137236,0.010087323095453177,0.0,0.12052395,0.007086322918838631,0.0022035109439023748,0.5
Goyle,0,1,1,0.0,1.0,1.0,4.0,0.3175355450236967,0.33084577114427854,0.0,0.0,0.011558666,0.0031385245840480696,0.0,0.0
Molly,0,1,1,0.0,1.0,1.0,4.0,0.3145539906103286,0.32835820895522383,0.0,0.0,0.014758482,0.0031385245840480696,0.0,0.0
Jack Sloper,0,1,1,0.0,1.0,1.0,4.0,0.3145539906103286,0.32835820895522383,0.0,0.0,0.01970625,0.0031385245840480696,0.0,0.0
Avery,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012205613,0.0,0.004399601705678686,0.01907684033301057,0.0
Stan,0,3,3,0.0,3.0,3.0,3.0,0.4563758389261745,0.4828431372549017,0.0,0.0,0.099295564,0.0031385245840480696,0.0,0.3333333432674408
Madam Marsh,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0122862365,0.0,0.004027785872506364,0.0013764434955036793,0.0
Madam Pince,0,1,1,0.0,1.0,1.0,4.0,0.32682926829268294,0.3432835820895521,0.0,0.0,0.02090338,0.0031385245840480696,0.0,0.0
Professor Marchbanks,0,1,1,0.0,1.0,1.0,4.0,0.3401015228426396,0.3557213930348257,0.0,0.0,0.023732381,0.0031385245840480696,0.0,0.0
