Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Ginny,3,2,5,4.0,3.0,7.0,3.0,0.45323741007194246,0.4761904761904759,0.0084984984984985,0.101294756,0.095198944,0.010848961605875874,0.2139295854069347,0.3333333432674408
Dudley,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Parvati,1,1,2,2.0,1.0,3.0,5.0,0.26582278481012656,0.2833333333333333,0.0,0.062914036,0.007348116,0.006035776502380212,0.13182062992197993,0.5
Professor Grubbly - Plank,2,1,3,2.0,1.0,3.0,4.0,0.3351063829787234,0.35449735449735453,0.0,0.098275155,0.022504032,0.00939161582395849,0.21261137910771494,1.0
Bagman,5,3,8,6.0,13.0,19.0,3.0,0.45652173913043476,0.48412698412698385,0.004056289056289058,0.11878263,0.08617832,0.014817544799003738,0.22593237242436012,0.30000001192092896
Myrtle,1,1,2,1.0,1.0,2.0,4.0,0.42857142857142855,0.45238095238095205,0.0,0.062914036,0.059598893,0.006035776502380212,0.13182062992197993,0.0
Peeves,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.07759807,0.0,0.007731207409656975,0.16388969300679285,1.0
the Horntail,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Fleur ’s sister,2,0,2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.098275155,0.0,0.00939161582395849,0.21261137910771494,1.0
Padma,2,1,3,2.0,2.0,4.0,4.0,0.3559322033898305,0.3809523809523808,0.011171171171171173,0.06376087,0.035600048,0.01116709531126399,0.1494902939427897,0.5
Crouch,10,7,17,15.0,15.0,30.0,3.0,0.4883720930232558,0.5291005291005292,0.03643348843348844,0.21022676,0.14775276,0.04228989687948816,0.43988656318216135,0.2371794879436493
Pansy Parkinson,1,1,2,1.0,1.0,2.0,4.0,0.34806629834254144,0.37037037037037035,0.0,0.062914036,0.030262586,0.006035776502380212,0.13182062992197993,1.0
Frank,3,2,5,6.0,2.0,8.0,5.0,0.3230769230769231,0.35158730158730167,0.0049909909909909905,0.08348493,0.009001391,0.010016463736762134,0.16031817252551142,0.6666666865348816
Fudge,4,3,7,4.0,3.0,7.0,3.0,0.45,0.4788359788359785,0.011731731731731733,0.09339256,0.0836656,0.015877259490282007,0.22143554168968577,0.30000001192092896
Mrs. Diggory,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Malfoy,5,4,9,5.0,5.0,10.0,3.0,0.47368421052631576,0.5026455026455025,0.0012974402974402974,0.1312911,0.13882703,0.015436687486256675,0.26444616532390236,0.5476190447807312
George,6,6,12,7.0,6.0,13.0,3.0,0.4701492537313433,0.5105820105820104,0.016986937986937987,0.1146596,0.10794255,0.01708105522070949,0.2216980290245829,0.21111111342906952
Pigwidgeon,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.03536112,0.0,0.006784830243635945,0.08079074918573509,0.0
Fred,6,5,11,7.0,5.0,12.0,3.0,0.4772727272727273,0.5105820105820105,0.006463226463226462,0.11597467,0.14247653,0.018665975698816326,0.2234729451994393,0.3055555522441864
Percy,2,4,6,2.0,8.0,10.0,4.0,0.39375,0.4378306878306876,0.001810810810810811,0.048689682,0.097071484,0.007496406844016172,0.08513534198912368,0.15000000596046448
Rita Skeeter,2,2,4,4.0,3.0,7.0,4.0,0.43448275862068964,0.46296296296296263,6.006006006006006E-5,0.056263007,0.08090688,0.008248388436720294,0.12102012411062739,0.8333333134651184
Buckbeak,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031497058,0.0,0.005785963337068331,0.0670229425846625,0.0
Winky,4,1,5,8.0,2.0,10.0,4.0,0.3298429319371728,0.34656084656084657,4.8048048048048047E-4,0.08631407,0.024227563,0.01442244382035169,0.19658243143214457,0.25
Karkaroff,4,7,11,4.0,11.0,15.0,3.0,0.48091603053435117,0.5238095238095237,0.0011608751608751606,0.092079386,0.18453819,0.011223436125224497,0.17560408402420996,0.4583333432674408
Crouch Junior,2,0,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04021623,0.0,0.007223230883487294,0.08374165244680118,0.5
Mr. Diggory,1,2,3,1.0,2.0,3.0,4.0,0.4405594405594406,0.468253968253968,0.0,0.017027754,0.08382646,0.008562768079238151,0.0566139203491234,1.0
Bertha Jorkins,2,1,3,2.0,1.0,3.0,4.0,0.4315068493150685,0.4550264550264547,0.0,0.025341593,0.059598893,0.01113956104167007,0.06383848381628449,0.5
Mrs. Weasley,1,6,7,3.0,14.0,17.0,3.0,0.47368421052631576,0.513227513227513,3.003003003003003E-4,0.015822075,0.115654245,0.005022406880263603,0.022400052141454803,0.2666666805744171
Lily Potter,1,0,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.012257061,0.0,0.00483288519400767,0.02127297913637045,0.0
Wormtail,2,3,5,6.0,4.0,10.0,4.0,0.4405594405594406,0.47354497354497327,0.005315315315315316,0.013294426,0.0721406,0.009090591118127628,0.0432145622305219,0.5
Baddock,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.028859526,0.0,0.009023953174840664,0.05949369793477014,0.0
Crabbe,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01243983,0.0,0.005849736275882277,0.02966069541302484,0.0
Aunt Petunia,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009790606,0.0,0.0051394305250189246,0.017669664020809776,0.0
Crookshanks,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013418717002636187,0.035696415547592626,0.0
Charlie,0,2,2,0.0,2.0,2.0,4.0,0.3316062176165803,0.3554687499999999,0.0,0.0,0.026201561,0.0034289909220576644,0.0,0.0
Professor Trelawney,0,2,2,0.0,2.0,2.0,3.0,0.45390070921985815,0.4765624999999997,0.0,0.0,0.095198944,0.0034289909220576644,0.0,1.0
Filch,1,2,3,1.0,3.0,4.0,3.0,0.45390070921985815,0.4765624999999997,0.011531531531531532,0.0,0.083153665,0.00634368248589243,0.0013182062992197995,0.3333333432674408
Madam Pomfrey,0,2,2,0.0,4.0,4.0,3.0,0.45390070921985815,0.4765624999999997,0.0,0.0,0.095198944,0.0034289909220576644,0.0,1.0
Dean,0,1,1,0.0,1.0,1.0,4.0,0.42953020134228187,0.45312499999999967,0.0,0.0,0.059598893,0.0034289909220576644,0.0,0.0
Nagini,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012257061,0.0,0.00483288519400767,0.02127297913637045,0.0
Lee Jordan,0,3,3,0.0,4.0,4.0,3.0,0.46715328467153283,0.4921874999999998,0.0,0.0,0.12546153,0.0034289909220576644,0.0,1.0
Lynch,2,1,3,2.0,1.0,3.0,4.0,0.32653061224489793,0.3411458333333333,0.023063063063063063,0.0,0.02130799,0.009258374049727196,0.002636412598439599,0.0
Mrs. Norris,0,1,1,0.0,1.0,1.0,4.0,0.3155339805825243,0.32948717948717954,0.0,0.0,0.0,0.0034289909220576644,0.0,0.0
Moran,0,1,1,0.0,1.0,1.0,5.0,0.24904214559386972,0.2628205128205128,0.0,0.0,0.0,0.0034289909220576644,0.0,0.0
Macnair,0,1,1,0.0,1.0,1.0,5.0,0.32160804020100503,0.3434895833333334,0.0,0.0,0.007469276,0.0034289909220576644,0.0,0.0
Connolly,0,1,1,0.0,1.0,1.0,5.0,0.24904214559386972,0.2628205128205128,0.0,0.0,0.0,0.0034289909220576644,0.0,0.0
Wood,0,1,1,0.0,2.0,2.0,4.0,0.42953020134228187,0.45312499999999967,0.0,0.0,0.059598893,0.0034289909220576644,0.0,0.0
