Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Harry,37,43,80,175.0,161.0,336.0,3.0,0.7411764705882353,0.835978835978836,0.43580292180292174,0.51714987,0.54591596,0.1318977904334378,1.0,0.04053236544132233
Voldemort,3,8,11,3.0,23.0,26.0,4.0,0.4666666666666667,0.5211640211640208,0.04202788502788503,0.0648122,0.106356636,0.013208173990334936,0.15508041931535124,0.0972222238779068
Hedwig,3,1,4,7.0,1.0,8.0,1.0,1.0,1.0,0.01009009009009009,0.12977222,0.0,0.011748588238969158,0.27963432169237745,0.5
Uncle Vernon,1,3,4,2.0,3.0,5.0,4.0,0.44680851063829785,0.47883597883597856,0.00990990990990991,0.062914036,0.084954776,0.006035776502380212,0.13182062992197993,0.3333333432674408
Sirius,5,3,8,10.0,9.0,19.0,3.0,0.4666666666666667,0.4920634920634918,6.036036036036036E-4,0.16597633,0.119426504,0.014316750329016945,0.32734953010900597,0.6428571343421936
Bill,2,1,3,2.0,1.0,3.0,4.0,0.3165829145728643,0.3320105820105821,1.8018018018018018E-4,0.0944111,0.013966919,0.008392748917390877,0.19884357250664242,0.6666666865348816
Mr. Weasley,3,6,9,4.0,11.0,15.0,3.0,0.4772727272727273,0.5158730158730157,0.0145003045003045,0.08588464,0.13729088,0.0112461628287957,0.16523706136699204,0.4285714328289032
Ron,18,18,36,58.0,56.0,114.0,3.0,0.5431034482758621,0.621693121693122,0.10057016557016557,0.30890778,0.30683455,0.07108852800706977,0.6220916309615279,0.09391534328460693
Hermione,12,14,26,50.0,53.0,103.0,3.0,0.525,0.5899470899470902,0.04641327041327041,0.2625937,0.27330542,0.038833600572190645,0.5228019549437904,0.15000000596046448
Dobby,3,2,5,9.0,7.0,16.0,4.0,0.4375,0.4656084656084653,5.062205062205062E-4,0.12977222,0.07243114,0.011748588238969158,0.27963432169237745,0.8333333134651184
the Bulgarian minister,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Mostafa,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Krum,8,4,12,15.0,10.0,25.0,3.0,0.4772727272727273,0.5052910052910051,0.03946717246717247,0.18489312,0.13764381,0.033506595305806595,0.3941810342551973,0.2888889014720917
Stan Shunpike,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Moody,4,9,13,13.0,23.0,36.0,3.0,0.504,0.5502645502645506,0.005006006006006006,0.111347646,0.2362546,0.014950945272050856,0.25614935135330225,0.4363636374473572
Neville,3,1,4,6.0,1.0,7.0,4.0,0.3539325842696629,0.3783068783068782,0.0,0.12977222,0.035600048,0.011748588238969158,0.27963432169237745,1.0
Dumbledore,9,12,21,24.0,35.0,59.0,3.0,0.5121951219512195,0.5714285714285716,0.030236702236702235,0.20438886,0.22154723,0.0296404456194563,0.400346164637032,0.17619048058986664
Hagrid,7,9,16,19.0,23.0,42.0,3.0,0.49606299212598426,0.5449735449735451,0.022549120549120547,0.19527136,0.21489842,0.026073710148855248,0.4265150471859761,0.34545454382896423
Cedric,6,4,10,16.0,13.0,29.0,4.0,0.4375,0.47619047619047583,0.00232003432003432,0.12294635,0.103498936,0.02915174464438571,0.29546083903145975,0.3095238208770752
the Fat Lady,1,1,2,1.0,1.0,2.0,4.0,0.3559322033898305,0.3809523809523808,0.0,0.062914036,0.035600048,0.006035776502380212,0.13182062992197993,1.0
Goyle,2,0,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.077468134,0.0,0.007857273177608728,0.16878034644372147,1.0
Snape,4,6,10,8.0,10.0,18.0,3.0,0.4701492537313433,0.5105820105820104,0.003920634920634919,0.14507444,0.12628843,0.012853192135932598,0.2871201551841134,0.380952388048172
Fleur,6,3,9,8.0,4.0,12.0,3.0,0.45652173913043476,0.48412698412698385,0.014132396132396134,0.12119337,0.109367885,0.02426580996165087,0.25805652490175923,0.2142857164144516
Mr. Ollivander,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062914036,0.0,0.006035776502380212,0.13182062992197993,0.0
Cho,2,2,4,8.0,3.0,11.0,4.0,0.4315068493150685,0.46031746031745996,0.0,0.07484176,0.07376783,0.012226748103812964,0.17043443009471923,1.0
Madame Maxime,4,4,8,11.0,5.0,16.0,4.0,0.36416184971098264,0.40608465608465594,0.003329043329043329,0.12606071,0.08804153,0.013311386705527839,0.2679267669328998,0.4761904776096344
Professor Sprout,2,1,3,2.0,1.0,3.0,4.0,0.42857142857142855,0.45238095238095205,0.0,0.098275155,0.059598893,0.00939161582395849,0.21261137910771494,1.0
Lucius Malfoy,2,1,3,2.0,1.0,3.0,4.0,0.31343283582089554,0.32936507936507947,2.4024024024024023E-4,0.0751711,0.010763017,0.007439670774330217,0.15309360905835034,0.6666666865348816
Professor McGonagall,4,6,10,8.0,9.0,17.0,3.0,0.4772727272727273,0.5158730158730157,0.005634679634679635,0.1281132,0.12741593,0.011967045284491178,0.24612851131150812,0.2678571343421936
