Id,In-degree,Out-degree,Degree,Weighted In,Weighted Out,Weighted degree,Eccentricity,Closeness centrality,Harmonic closeness,Betweenness centrality,Authority,Hub,PageRank,Eigenvector Centrality,Clustering coef
Clyde,11,7,18,41.0,35.0,76.0,4.0,0.5555555555555556,0.6944444444444445,0.354978354978355,0.88849676,0.092714235,0.2327418538142652,1.0,0.014285714365541935
Julia,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02590703,0.0,0.04550244462752723,0.472765153619916,0.0
the youth,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02590703,0.0,0.04550244462752723,0.472765153619916,0.0
that individual,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02590703,0.0,0.04550244462752723,0.472765153619916,0.0
Mr. Squires,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02590703,0.0,0.04550244462752723,0.472765153619916,0.0
Hortense,4,6,10,21.0,32.0,53.0,3.0,0.6,0.6888888888888889,0.24242424242424243,0.17637584,0.46355876,0.10240438681642074,0.7758211358539313,0.0476190485060215
Esta,1,1,2,13.0,2.0,15.0,5.0,0.36585365853658536,0.42444444444444435,0.0,0.02590703,0.24825746,0.04550244462752723,0.472765153619916,0.0
Laura Sipe,1,1,2,3.0,1.0,4.0,5.0,0.36585365853658536,0.42444444444444435,0.0,0.02590703,0.24825746,0.04550244462752723,0.472765153619916,0.0
Mr. Rubenstein,1,0,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.12952413,0.0,0.031772643246491025,0.34642035510766067,0.0
Tom Keary,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12952413,0.0,0.031772643246491025,0.34642035510766067,0.0
a certain alleged young society man,1,1,2,2.0,2.0,4.0,4.0,0.38461538461538464,0.42777777777777776,0.0,0.12952413,0.049281683,0.031772643246491025,0.34642035510766067,0.0
Higby,2,2,4,2.0,3.0,5.0,4.0,0.3488372093023256,0.4222222222222223,0.07792207792207792,0.25245243,0.04070333,0.03470520835679507,0.3511480066438599,0.1666666716337204
Sparser,1,1,2,1.0,3.0,4.0,4.0,0.38461538461538464,0.42777777777777776,0.0,0.12952413,0.049281683,0.031772643246491025,0.34642035510766067,0.0
Hegglund,2,2,4,2.0,6.0,8.0,4.0,0.42857142857142855,0.49444444444444435,0.04112554112554113,0.13430138,0.26928058,0.03492338310901986,0.16173037721307937,0.25
Maida Axelrod,1,1,2,2.0,1.0,3.0,4.0,0.39473684210526316,0.44444444444444436,0.0,0.07524035,0.24825746,0.03210183456238954,0.08059308833849547,0.5
Ratterer,0,5,5,0.0,11.0,11.0,2.0,0.5862068965517241,0.6470588235294118,0.0,0.0,0.43995088,0.01725189952931461,0.0,0.25
Lucille Nickolas,1,0,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.12292829,0.0,0.020184464639618656,0.00472765153619916,0.0
Mrs. Griffiths,0,2,2,0.0,2.0,2.0,5.0,0.38636363636363635,0.4627450980392156,0.0,0.0,0.26928058,0.01725189952931461,0.0,0.0
Asa,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07524035,0.0,0.024583312305074725,0.00472765153619916,0.0
Tina Kogel,1,1,2,2.0,1.0,3.0,5.0,0.38461538461538464,0.441111111111111,0.012987012987012988,0.011373094,0.24825746,0.03199081799871581,0.15700272567688028,0.0
the blonde girl,0,1,1,0.0,2.0,2.0,5.0,0.37209302325581395,0.4291666666666666,0.0,0.0,0.24825746,0.01725189952931461,0.0,0.0
Kinsella,0,1,1,0.0,1.0,1.0,5.0,0.37209302325581395,0.4291666666666666,0.0,0.0,0.24825746,0.01725189952931461,0.0,0.0
the elevator boy,0,1,1,0.0,1.0,1.0,5.0,0.37209302325581395,0.4291666666666666,0.0,0.0,0.24825746,0.01725189952931461,0.0,0.0
